r_number,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
717,144.6667,13.3,14.15,"(-0.793921, 0.56282, 0.23005)",699,10.0,<pygplates.pygplates.Feature object at 0x000002906F2A86D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,147.5833,-6.0833,0.05,"(-0.839418, 0.533054, -0.105974)",69702,40.0,<pygplates.pygplates.Feature object at 0x000002906F2A8740>,152.19583315190638,-2.4309514431711796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,147.8,-6.3167,0.05,"(-0.841056, 0.529641, -0.110024)",69702,40.0,<pygplates.pygplates.Feature object at 0x000002906F2A87B0>,152.51255148002542,-2.458495559503473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,151.75,7.3333,13.8,"(-0.873685, 0.469448, 0.127641)",901,160.0,<pygplates.pygplates.Feature object at 0x000002906F2A8820>,,,164.5089372715149,7.771203026946914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,151.75,7.3333,8.45,"(-0.873685, 0.469448, 0.127641)",901,160.0,<pygplates.pygplates.Feature object at 0x000002906F2A8890>,156.0716763190457,7.538915031061841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,152.22,-23.51,0.05,"(-0.811302, 0.427389, -0.398909)",801,4540.0,<pygplates.pygplates.Feature object at 0x000002906F2A8900>,152.14665579098335,-25.0570251361963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,152.5,-23.3,57.6,"(-0.814672, 0.424091, -0.395546)",801,4540.0,<pygplates.pygplates.Feature object at 0x000002906F2A8970>,,,,,,,,,,,160.49568706901547,-39.38214595366489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,152.55,-23.26,0.05,"(-0.815287, 0.423507, -0.394904)",801,4540.0,<pygplates.pygplates.Feature object at 0x000002906F2A89E0>,152.47518483441488,-24.80111887700787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,158.1667,6.8333,8.45,"(-0.921676, 0.369266, 0.118981)",901,160.0,<pygplates.pygplates.Feature object at 0x000002906F2A8A50>,162.47908393234107,6.912237006268576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,160.3333,-9.1333,4.45,"(-0.929728, 0.332281, -0.158732)",847,50.0,<pygplates.pygplates.Feature object at 0x000002906F2A8AC0>,164.32542188790734,-9.094281241219893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,166.0833,-22.05,3.95,"(-0.89965, 0.222919, -0.375416)",845,50.0,<pygplates.pygplates.Feature object at 0x000002906F2A8B30>,166.11879339394585,-23.3054760785696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,166.1333,-20.4167,0.05,"(-0.909867, 0.224608, -0.348845)",844,50.0,<pygplates.pygplates.Feature object at 0x000002906F2A8BA0>,166.12381798933598,-21.671517935611764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,166.55,-13.1333,0.05,"(-0.947135, 0.226513, -0.227217)",827,40.0,<pygplates.pygplates.Feature object at 0x000002906F2A8C10>,171.02155146714065,-12.598801320679048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,166.6167,-13.25,0.45,"(-0.946946, 0.225303, -0.2292)",827,40.0,<pygplates.pygplates.Feature object at 0x000002906F2A8C80>,171.10860216228534,-12.70186296889011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,167.0167,-15.5667,0.05,"(-0.938692, 0.216426, -0.26836)",827,40.0,<pygplates.pygplates.Feature object at 0x000002906F2A8CF0>,171.93357821959054,-14.909901258598266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,167.1667,-16.0,0.05,"(-0.93725, 0.213511, -0.275637)",827,40.0,<pygplates.pygplates.Feature object at 0x000002906F2A8F90>,172.16243257439865,-15.309612145601955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,167.2167,-20.8833,0.05,"(-0.911151, 0.206729, -0.356466)",844,50.0,<pygplates.pygplates.Feature object at 0x000002906F2A8DD0>,167.2290095359078,-22.111802200827736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,167.2167,-20.8833,0.05,"(-0.911151, 0.206729, -0.356466)",844,50.0,<pygplates.pygplates.Feature object at 0x000002906F2A8E40>,167.2290095359078,-22.111802200827736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,167.3667,-16.1667,0.05,"(-0.937203, 0.210062, -0.278433)",827,40.0,<pygplates.pygplates.Feature object at 0x000002906F2A8D60>,172.38995042779126,-15.438425891854415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,167.4167,-22.55,0.05,"(-0.901362, 0.201202, -0.38349)",845,50.0,<pygplates.pygplates.Feature object at 0x000002906F2A8EB0>,167.47824499637667,-23.773047204980504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,167.6833,-16.3,0.05,"(-0.937714, 0.204741, -0.280667)",827,40.0,<pygplates.pygplates.Feature object at 0x000002906F2A8F20>,172.7253192972928,-15.513972061148843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,167.8833,-21.5333,0.05,"(-0.909481, 0.195253, -0.367042)",844,50.0,<pygplates.pygplates.Feature object at 0x000002906F2A8040>,167.91955202087033,-22.745258636979553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,167.9833,-21.45,1.3,"(-0.910342, 0.193776, -0.365689)",844,50.0,<pygplates.pygplates.Feature object at 0x000002906F2AA120>,168.01798847146767,-22.659525127928003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,177.3333,-17.9333,21.7,"(-0.950385, 0.0442655, -0.30791)",825,10.0,<pygplates.pygplates.Feature object at 0x000002906F2AA190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,177.3333,-17.9333,17.3,"(-0.950385, 0.0442655, -0.30791)",825,10.0,<pygplates.pygplates.Feature object at 0x000002906F2AA0B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,177.6,-17.9833,14.9,"(-0.950312, 0.0398299, -0.30874)",825,10.0,<pygplates.pygplates.Feature object at 0x000002906F2AA200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,177.8333,-29.2167,2.15,"(-0.872156, 0.0329972, -0.488114)",839,26.6,<pygplates.pygplates.Feature object at 0x000002906F2AA270>,178.20784022576615,-30.163109768630044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
