r_number,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
3907,15.5333,46.7667,14.9,"(0.659952, 0.183434, 0.728571)",334,319.0,<pygplates.pygplates.Feature object at 0x000002907038F580>,,,10.940575913059476,42.71624021339707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,15.55,45.5,151.15,"(0.675254, 0.187899, 0.71325)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038F510>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.994267030410384,21.432668849143795,,,,,,,,,,,,,,,,
2804,15.7167,46.5,14.9,"(0.662619, 0.186462, 0.725374)",334,319.0,<pygplates.pygplates.Feature object at 0x000002907038F4A0>,,,11.183604980746232,42.48175216571225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,15.8667,38.3833,8.15,"(0.754009, 0.214311, 0.620919)",322,600.0,<pygplates.pygplates.Feature object at 0x000002907038F430>,15.16957438200806,37.22688357872337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,16.0,47.7333,63.8,"(0.646528, 0.185389, 0.740022)",334,319.0,<pygplates.pygplates.Feature object at 0x000002907038F3C0>,,,,,,,,,,,,,18.024490244739994,33.09188702903326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,16.0333,41.7833,145.95,"(0.716665, 0.205951, 0.666315)",307,319.0,<pygplates.pygplates.Feature object at 0x000002907038F350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.760286424263256,15.64712473347928,,,,,,,,,,,,,,,,,,
602,16.08,41.5,154.25,"(0.719653, 0.207445, 0.66262)",3323,600.0,<pygplates.pygplates.Feature object at 0x000002907038F120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.947755201642373,18.866596458411635,,,,,,,,,,,,,,,,
3113,16.1167,38.6833,8.45,"(0.749933, 0.216694, 0.625015)",322,600.0,<pygplates.pygplates.Feature object at 0x000002907038F270>,15.40594965900951,37.53178278538144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,16.2,45.4333,57.6,"(0.673876, 0.195779, 0.712434)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038F200>,,,,,,,,,,,19.981633830254832,30.3785345243414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,16.2,45.4333,63.8,"(0.673876, 0.195779, 0.712434)",308,319.0,<pygplates.pygplates.Feature object at 0x000002907038F2E0>,,,,,,,,,,,,,22.15708744646938,29.078847828246182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,16.25,46.0,66.85,"(0.666907, 0.194386, 0.71934)",328,319.0,<pygplates.pygplates.Feature object at 0x000002907038F0B0>,,,,,,,,,,,,,19.931803197192085,31.545834670915575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,16.3833,48.5,148.55,"(0.635715, 0.1869, 0.748956)",302,600.0,<pygplates.pygplates.Feature object at 0x000002907038F190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.02631691619399,34.330326780570566,,,,,,,,,,,,,,,,,,
452,16.8167,48.9,148.55,"(0.629263, 0.190186, 0.753563)",302,600.0,<pygplates.pygplates.Feature object at 0x000002907038F890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.282187787102984,34.774635455253005,,,,,,,,,,,,,,,,,,
3118,17.7167,44.1833,151.15,"(0.683103, 0.218225, 0.696956)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070391EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.50263478209236,19.466312650318056,,,,,,,,,,,,,,,,
640,18.0833,44.6833,49.95,"(0.675885, 0.220695, 0.703187)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070391D60>,,,,,,,,,19.09385371539581,33.143414895881406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,18.09,49.03,169.3,"(0.623254, 0.203591, 0.755053)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391F20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.36625316375696,38.62961289652684,,,,,,,,,,,,,,
453,18.1167,49.5833,148.55,"(0.6162, 0.201604, 0.761349)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.150467308219284,35.60146976401147,,,,,,,,,,,,,,,,,,
1600,18.1333,29.75,31.0,"(0.82508, 0.270208, 0.496217)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070391DD0>,,,,,,,17.274445064352136,21.66630048749321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,18.25,46.1667,142.4,"(0.657726, 0.216886, 0.721358)",337,319.0,<pygplates.pygplates.Feature object at 0x0000029070391F90>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77392732989455,22.853412419680147,,,,,,,,,,,,,,,,,,
1144,18.25,46.1667,132.4,"(0.657726, 0.216886, 0.721358)",337,319.0,<pygplates.pygplates.Feature object at 0x0000029070391CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,39.42009236195911,22.0826711349792,,,,,,,,,,,,,,,,,,,,
1145,18.25,46.1667,106.75,"(0.657726, 0.216886, 0.721358)",337,319.0,<pygplates.pygplates.Feature object at 0x0000029070391C80>,,,,,,,,,,,,,,,,,,,,,31.848787754991555,29.968265978109585,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,18.3,43.75,151.15,"(0.685831, 0.226817, 0.691513)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070391C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.60440959728161,18.87069687896674,,,,,,,,,,,,,,,,
512,18.3333,43.2,154.7,"(0.691968, 0.229293, 0.684547)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070391BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.29511331940076,18.404659470602954,,,,,,,,,,,,,,,,
3205,18.3833,39.8667,6.65,"(0.728369, 0.24206, 0.641004)",3307,600.0,<pygplates.pygplates.Feature object at 0x0000029070391B30>,17.733026997383906,38.366451551664575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,18.4333,40.0,26.25,"(0.726741, 0.242224, 0.642788)",3307,600.0,<pygplates.pygplates.Feature object at 0x0000029070391AC0>,,,,,16.817646257115968,33.92140523506562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,18.45,49.1333,57.6,"(0.62067, 0.207071, 0.756234)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391A50>,,,,,,,,,,,18.617704906642512,39.033348594101135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,18.5667,49.75,148.55,"(0.612496, 0.205731, 0.763232)",302,600.0,<pygplates.pygplates.Feature object at 0x00000290703919E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.46411580809097,35.820008183626804,,,,,,,,,,,,,,,,,,
513,18.6333,42.9333,157.3,"(0.69377, 0.233928, 0.681147)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070391970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.32609933122999,18.060716191960754,,,,,,,,,,,,,,,,
659,18.6667,49.2333,57.6,"(0.618631, 0.208995, 0.757375)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391900>,,,,,,,,,,,18.78175914863431,39.15103738041608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,18.6667,49.2333,63.8,"(0.618631, 0.208995, 0.757375)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391890>,,,,,,,,,,,,,21.293740840375776,38.318116238040325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,18.6667,49.2333,74.8,"(0.618631, 0.208995, 0.757375)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391820>,,,,,,,,,,,,,,,23.289247396120416,39.20282708149363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,18.7,42.9167,168.8,"(0.693684, 0.234799, 0.680934)",308,319.0,<pygplates.pygplates.Feature object at 0x00000290703917B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5213716660681,18.51418542657801,,,,,,,,,,,,,,
1151,18.75,42.5,154.7,"(0.69815, 0.23699, 0.67559)",307,319.0,<pygplates.pygplates.Feature object at 0x0000029070391740>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.75578960375481,17.01806863744266,,,,,,,,,,,,,,,,
515,19.1667,42.9167,145.95,"(0.691749, 0.240442, 0.680934)",308,319.0,<pygplates.pygplates.Feature object at 0x00000290703916D0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.73102691382614,15.442176175843034,,,,,,,,,,,,,,,,,,
511,19.4333,42.6167,154.25,"(0.693975, 0.244841, 0.67709)",308,319.0,<pygplates.pygplates.Feature object at 0x0000029070391660>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.64921008490709,17.468789035830692,,,,,,,,,,,,,,,,
212,19.8333,39.75,204.9,"(0.723237, 0.260856, 0.639439)",3446,330.0,<pygplates.pygplates.Feature object at 0x00000290703915F0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.947866961364117,21.011893280870527,,,,,,
3489,20.2,50.85,154.7,"(0.59252, 0.218005, 0.775496)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391580>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.80520634315068,38.96740434170403,,,,,,,,,,,,,,,,
523,20.4167,44.6667,148.55,"(0.66653, 0.248102, 0.702981)",328,319.0,<pygplates.pygplates.Feature object at 0x0000029070391510>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.12749729649343,19.07459349458592,,,,,,,,,,,,,,,,,,
747,20.4333,49.3833,57.6,"(0.610034, 0.227273, 0.759082)",302,600.0,<pygplates.pygplates.Feature object at 0x00000290703914A0>,,,,,,,,,,,20.230385318232535,39.45531199106907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,20.4667,50.8167,154.7,"(0.591921, 0.220918, 0.775129)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391430>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.02337551238079,38.99421826458157,,,,,,,,,,,,,,,,
3227,20.8,50.4667,14.9,"(0.595041, 0.226035, 0.771255)",302,600.0,<pygplates.pygplates.Feature object at 0x00000290703913C0>,,,17.55236440116803,47.509352274704305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,20.9833,50.0167,154.7,"(0.599953, 0.2301, 0.766232)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391350>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.772449118060656,38.35674773715123,,,,,,,,,,,,,,,,
522,21.2833,43.1167,148.55,"(0.680177, 0.264962, 0.683487)",349,230.0,<pygplates.pygplates.Feature object at 0x0000029070391120>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1425828105396,29.66069090820142,,,,,,,,,,,,,,,,,,
631,21.5167,50.0667,154.7,"(0.597162, 0.23543, 0.766792)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070391270>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.16080313870673,38.52204325591673,,,,,,,,,,,,,,,,
519,21.5333,43.9,148.55,"(0.67026, 0.264472, 0.693402)",349,230.0,<pygplates.pygplates.Feature object at 0x0000029070391200>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.17578244820708,30.464188125196355,,,,,,,,,,,,,,,,,,
516,21.9167,44.4,148.55,"(0.662836, 0.266683, 0.699663)",349,230.0,<pygplates.pygplates.Feature object at 0x00000290703912E0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.377359829175276,31.007931605238834,,,,,,,,,,,,,,,,,,
520,21.95,43.875,148.55,"(0.668599, 0.269453, 0.693087)",349,230.0,<pygplates.pygplates.Feature object at 0x00000290703910B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.523311624118946,30.497574796229536,,,,,,,,,,,,,,,,,,
517,22.2667,44.0167,148.55,"(0.665511, 0.272494, 0.694868)",349,230.0,<pygplates.pygplates.Feature object at 0x0000029070391190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.75107671651073,30.680960283499903,,,,,,,,,,,,,,,,,,
518,22.3833,43.8167,148.55,"(0.667194, 0.27477, 0.692354)",319,600.0,<pygplates.pygplates.Feature object at 0x0000029070391040>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.89222532936279,30.501261579747485,,,,,,,,,,,,,,,,,,
521,22.5833,42.9167,148.55,"(0.67619, 0.281239, 0.680934)",349,230.0,<pygplates.pygplates.Feature object at 0x0000029070390EB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2601632489974,29.64700169099939,,,,,,,,,,,,,,,,,,
1625,23.25,43.5833,14.9,"(0.665547, 0.285942, 0.689408)",319,600.0,<pygplates.pygplates.Feature object at 0x0000029070390D60>,,,20.667931224242047,40.787728242349594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,23.2833,47.25,31.0,"(0.62352, 0.268315, 0.734323)",337,319.0,<pygplates.pygplates.Feature object at 0x0000029070390F20>,,,,,,,14.890227449669123,40.7614601512759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,23.4167,38.9167,151.15,"(0.713978, 0.309213, 0.62819)",346,330.0,<pygplates.pygplates.Feature object at 0x0000029070390E40>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.887302418673535,14.090970134827371,,,,,,,,,,,,,,,,
1624,23.5,43.5,14.9,"(0.665212, 0.289242, 0.688355)",319,600.0,<pygplates.pygplates.Feature object at 0x0000029070390DD0>,,,20.9151704534765,40.71916124793163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,23.6,35.5833,9.45,"(0.745251, 0.325592, 0.581886)",347,300.0,<pygplates.pygplates.Feature object at 0x0000029070390F90>,22.951207510596678,34.61524557158178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,23.75,49.6667,151.15,"(0.59242, 0.260671, 0.762292)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070390CF0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.06478284666657,38.653104689198756,,,,,,,,,,,,,,,,
3281,24.75,35.0333,8.45,"(0.743604, 0.342806, 0.574052)",347,300.0,<pygplates.pygplates.Feature object at 0x0000029070390C80>,24.239559633074503,34.37906379152737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,25.1667,45.5,145.95,"(0.634375, 0.298064, 0.71325)",340,319.0,<pygplates.pygplates.Feature object at 0x0000029070390C10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.79823499727848,19.83200212732064,,,,,,,,,,,,,,,,,,
3076,25.1667,45.5,154.7,"(0.634375, 0.298064, 0.71325)",340,319.0,<pygplates.pygplates.Feature object at 0x0000029070390BA0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.36673066587893,22.445839656782944,,,,,,,,,,,,,,,,
2167,25.3333,48.0833,154.7,"(0.603806, 0.285847, 0.744117)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070390B30>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.01658999042231,37.543052934814945,,,,,,,,,,,,,,,,
726,26.7,41.8167,35.95,"(0.665813, 0.334869, 0.66675)",338,319.0,<pygplates.pygplates.Feature object at 0x0000029070390AC0>,,,,,,,23.479058242917468,37.70944108196086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,27.3583,26.4333,57.6,"(0.795297, 0.411509, 0.445156)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070390A50>,,,,,,,,,,,27.667972261721122,10.715051292665116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,27.5,41.6667,35.95,"(0.662619, 0.344938, 0.664796)",338,319.0,<pygplates.pygplates.Feature object at 0x00000290703909E0>,,,,,,,24.253279218539998,37.651461037680676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,28.4667,45.2667,154.25,"(0.618713, 0.335468, 0.710391)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070390970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.767295000540756,35.67508826762806,,,,,,,,,,,,,,,,
219,28.5333,44.3667,157.3,"(0.62805, 0.341476, 0.699248)",319,600.0,<pygplates.pygplates.Feature object at 0x0000029070390900>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.211841649428344,34.85017362760717,,,,,,,,,,,,,,,,
1701,28.6667,44.3333,160.4,"(0.627611, 0.343133, 0.698831)",319,600.0,<pygplates.pygplates.Feature object at 0x0000029070390890>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.31306609094096,37.82678765324546,,,,,,,,,,,,,,
648,29.8333,36.3833,9.45,"(0.698376, 0.400503, 0.593184)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070390820>,29.056360308992115,35.070428556797125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,30.05,25.4667,63.8,"(0.781484, 0.4521, 0.429986)",715,600.0,<pygplates.pygplates.Feature object at 0x00000290703907B0>,,,,,,,,,,,,,30.884663971630395,8.02111894533635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,30.8333,37.6667,14.9,"(0.679699, 0.405717, 0.611067)",522,600.0,<pygplates.pygplates.Feature object at 0x0000029070390740>,,,28.452157563263956,34.90001712014246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,31.1,37.1667,13.8,"(0.682343, 0.411616, 0.604136)",522,600.0,<pygplates.pygplates.Feature object at 0x00000290703906D0>,,,28.758808320373387,34.419135529181574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,31.1167,37.3,17.1,"(0.681018, 0.411087, 0.605988)",522,600.0,<pygplates.pygplates.Feature object at 0x0000029070390660>,,,28.761587250999085,34.55307742411204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,31.1333,29.9833,44.55,"(0.741414, 0.447837, 0.499748)",715,600.0,<pygplates.pygplates.Feature object at 0x00000290703905F0>,,,,,,,,,30.061113998146464,18.341599614795467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,31.25,37.45,13.8,"(0.678701, 0.411846, 0.608069)",522,600.0,<pygplates.pygplates.Feature object at 0x0000029070390580>,,,28.874861172377575,34.71130002124465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,31.45,36.9667,17.1,"(0.681611, 0.416874, 0.601351)",522,600.0,<pygplates.pygplates.Feature object at 0x0000029070390510>,,,29.11577155955133,34.24277922395896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,31.6167,36.7167,16.75,"(0.682623, 0.420227, 0.597859)",522,600.0,<pygplates.pygplates.Feature object at 0x00000290703904A0>,,,29.301229706956313,34.004604243146595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,31.6833,36.8167,17.1,"(0.681245, 0.420471, 0.599257)",522,600.0,<pygplates.pygplates.Feature object at 0x0000029070390430>,,,29.355470644543,34.108657208589094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,33.1667,35.0833,9.45,"(0.684999, 0.447682, 0.574767)",715,600.0,<pygplates.pygplates.Feature object at 0x00000290703903C0>,32.37443887727544,33.835294049037344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,33.3667,27.6167,13.8,"(0.740016, 0.487334, 0.463554)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070390350>,,,31.96187607787696,24.051529476491577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,33.4667,36.8,18.2,"(0.667975, 0.441565, 0.599024)",522,600.0,<pygplates.pygplates.Feature object at 0x0000029070390120>,,,31.076723629214694,34.21096503257128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,33.5,27.9333,0.05,"(0.736733, 0.487633, 0.468443)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070390270>,32.898962135488006,26.693983144831662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,33.5833,27.3,13.8,"(0.740291, 0.491538, 0.45865)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070390200>,,,32.191253984198426,23.746143678525772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,33.5833,27.65,0.05,"(0.737944, 0.489979, 0.464069)",715,600.0,<pygplates.pygplates.Feature object at 0x00000290703902E0>,32.988557061261105,26.41244066794983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,33.7333,44.55,142.4,"(0.592653, 0.395748, 0.701531)",302,600.0,<pygplates.pygplates.Feature object at 0x00000290703900B0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0295419270149,33.02693142438421,,,,,,,,,,,,,,,,,,
3514,33.8667,44.65,142.4,"(0.590712, 0.396444, 0.702774)",302,600.0,<pygplates.pygplates.Feature object at 0x0000029070390190>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.109618631412836,33.147433421580786,,,,,,,,,,,,,,,,,,
3397,33.9,26.7333,13.8,"(0.741292, 0.498128, 0.449838)",715,600.0,<pygplates.pygplates.Feature object at 0x0000029070390040>,,,32.53318993668017,23.196253568455173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,34.02,26.33,0.05,"(0.742854, 0.501438, 0.443541)",715,600.0,<pygplates.pygplates.Feature object at 0x000002907038CF20>,33.45392604330072,25.101655752462303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,34.1333,44.4333,145.95,"(0.591057, 0.400677, 0.700078)",302,600.0,<pygplates.pygplates.Feature object at 0x000002907038CEB0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.39374293438644,32.98504528567998,,,,,,,,,,,,,,,,,,
3398,34.1833,26.1167,12.7,"(0.742782, 0.504478, 0.440201)",715,600.0,<pygplates.pygplates.Feature object at 0x000002907038C890>,,,32.84595791780037,22.594969548570035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,34.2,44.85,142.4,"(0.586363, 0.398492, 0.705253)",302,600.0,<pygplates.pygplates.Feature object at 0x000002907038CD60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.32381276925758,33.40033623184442,,,,,,,,,,,,,,,,,,
3515,34.2333,45.0167,136.35,"(0.584433, 0.397677, 0.707313)",302,600.0,<pygplates.pygplates.Feature object at 0x000002907038CE40>,,,,,,,,,,,,,,,,,,,,,,,,,,,59.62180073596049,31.33358301102394,,,,,,,,,,,,,,,,,,,,
4082,34.29,25.47,0.45,"(0.745899, 0.508627, 0.430038)",715,600.0,<pygplates.pygplates.Feature object at 0x000002907038CDD0>,33.74266609760161,24.247401777968005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,34.29,25.47,0.45,"(0.745899, 0.508627, 0.430038)",715,600.0,<pygplates.pygplates.Feature object at 0x000002907038CF90>,33.74266609760161,24.247401777968005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,34.3,25.95,17.1,"(0.742808, 0.506709, 0.437587)",715,600.0,<pygplates.pygplates.Feature object at 0x000002907038CCF0>,,,32.96949425704317,22.43446752744171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,34.3,36.54,17.1,"(0.663722, 0.45276, 0.595384)",522,600.0,<pygplates.pygplates.Feature object at 0x000002907038CC80>,,,31.9076175513351,34.008348363158746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,34.5,44.8333,136.35,"(0.584438, 0.401673, 0.705046)",302,600.0,<pygplates.pygplates.Feature object at 0x000002907038CC10>,,,,,,,,,,,,,,,,,,,,,,,,,,,59.875331257910915,31.184174398591587,,,,,,,,,,,,,,,,,,,,
719,34.6167,31.3167,9.45,"(0.70307, 0.485318, 0.519768)",508,600.0,<pygplates.pygplates.Feature object at 0x000002907038CBA0>,33.78071716233504,29.593552514066467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,34.6167,31.3167,14.9,"(0.70307, 0.485318, 0.519768)",508,600.0,<pygplates.pygplates.Feature object at 0x000002907038CB30>,,,32.491226828912566,26.228168462674294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,34.65,25.5,17.1,"(0.742503, 0.513176, 0.430511)",715,600.0,<pygplates.pygplates.Feature object at 0x000002907038CAC0>,,,33.33711340021237,22.003072614196892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,34.8667,31.3833,14.9,"(0.70045, 0.488035, 0.520761)",508,600.0,<pygplates.pygplates.Feature object at 0x000002907038CA50>,,,32.73519587768252,26.27444982301903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,34.9,28.1667,9.45,"(0.723028, 0.504391, 0.472038)",503,600.0,<pygplates.pygplates.Feature object at 0x000002907038C9E0>,34.079674791600986,26.638157113783127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,34.9167,44.8167,161.7,"(0.581669, 0.40603, 0.704841)",302,600.0,<pygplates.pygplates.Feature object at 0x000002907038C970>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.04708695037449,40.38807090842725,,,,,,,,,,,,,,
675,35.0,37.25,18.2,"(0.652047, 0.456568, 0.605294)",522,600.0,<pygplates.pygplates.Feature object at 0x000002907038C900>,,,32.50999262011419,34.763577806625264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,35.0,32.3333,9.45,"(0.692143, 0.484644, 0.534844)",508,600.0,<pygplates.pygplates.Feature object at 0x000002907038C270>,34.187379206065025,30.601398750258856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,35.0167,24.8,17.1,"(0.743456, 0.520896, 0.419452)",715,600.0,<pygplates.pygplates.Feature object at 0x000002907038C820>,,,33.73654977615806,21.32309160000912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
