occurrence_no,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
212061,35.766998,4.189,2.197,"(0.809233, 0.582929, 0.0730467)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426970>,35.69050125256703,3.002259761575414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212158,36.067001,2.883,4.917,"(0.807306, 0.587986, 0.0502966)",712,600.0,<pygplates.pygplates.Feature object at 0x00000290724269E0>,36.01799675271766,1.7029431909983637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212159,36.067001,2.883,4.917,"(0.807306, 0.587986, 0.0502966)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426A50>,36.01799675271766,1.7029431909983637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212177,36.067001,2.883,3.094,"(0.807306, 0.587986, 0.0502966)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426AC0>,36.01799675271766,1.7029431909983637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212178,36.067001,2.883,3.094,"(0.807306, 0.587986, 0.0502966)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426B30>,36.01799675271766,1.7029431909983637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212189,36.132999,2.55,4.4665,"(0.806851, 0.589078, 0.0444912)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426BA0>,36.09105260954488,1.3714290325545122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212206,36.083,2.367,4.4665,"(0.807475, 0.588454, 0.0413002)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426C10>,36.045012896234226,1.1874026721945667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212207,36.083,2.367,4.4665,"(0.807475, 0.588454, 0.0413002)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426C80>,36.045012896234226,1.1874026721945667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212228,35.950001,3.367,0.06885,"(0.808132, 0.586066, 0.0587314)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426CF0>,35.89078809667216,2.184337940180776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212231,35.783001,4.217,1.2935,"(0.809041, 0.583134, 0.0735341)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426F90>,35.70588283075601,3.0305931799219277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212232,35.783001,4.217,1.2935,"(0.809041, 0.583134, 0.0735341)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426DD0>,35.70588283075601,3.0305931799219277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212302,36.241001,3.9,2.67235,"(0.80467, 0.589814, 0.0680153)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426E40>,36.16998961529359,2.723429093528813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212304,36.241001,3.9,2.67235,"(0.80467, 0.589814, 0.0680153)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426D60>,36.16998961529359,2.723429093528813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212306,36.241001,3.9,2.67235,"(0.80467, 0.589814, 0.0680153)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426EB0>,36.16998961529359,2.723429093528813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212323,36.317001,3.975,1.29985,"(0.803814, 0.590828, 0.0693212)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426F20>,36.24426913925041,2.8000393129394054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212325,36.317001,3.975,1.29985,"(0.803814, 0.590828, 0.0693212)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072426040>,36.24426913925041,2.8000393129394054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212327,36.317001,3.975,1.29985,"(0.803814, 0.590828, 0.0693212)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427120>,36.24426913925041,2.8000393129394054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212463,36.266899,4.3083,1.6845,"(0.803992, 0.589876, 0.0751232)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427190>,36.18707570706419,3.1321893978387494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212682,36.283298,4.2583,1.6845,"(0.803876, 0.590145, 0.074253)",712,600.0,<pygplates.pygplates.Feature object at 0x00000290724270B0>,36.20452430762878,3.082552032905844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212685,36.283298,4.2583,1.6845,"(0.803876, 0.590145, 0.074253)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427200>,36.20452430762878,3.082552032905844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212687,36.283298,4.2583,1.6845,"(0.803876, 0.590145, 0.074253)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427270>,36.20452430762878,3.082552032905844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212698,36.262501,4.2375,1.6845,"(0.804111, 0.589869, 0.0738909)",712,600.0,<pygplates.pygplates.Feature object at 0x00000290724272E0>,36.18420657608041,3.061311565349284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212701,36.262501,4.2375,1.6845,"(0.804111, 0.589869, 0.0738909)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427350>,36.18420657608041,3.061311565349284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212703,36.262501,4.2375,1.6845,"(0.804111, 0.589869, 0.0738909)",712,600.0,<pygplates.pygplates.Feature object at 0x00000290724273C0>,36.18420657608041,3.061311565349284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
